Freq.	V(n003)
1.28824955169320e+003	9.99915020457549e-001,-1.28821089676733e-002
1.30316677845237e+003	9.99913087615618e-001,-1.30312704616061e-002
1.31825673855648e+003	9.99911109752015e-001,-1.31821589429228e-002
1.33352143216340e+003	9.99909085818050e-001,-1.33347944014176e-002
1.34896288259173e+003	9.99907014740607e-001,-1.34891970580821e-002
1.36458313658900e+003	9.99904895421575e-001,-1.36453873677729e-002
1.38038426460296e+003	9.99902726737259e-001,-1.38033860219100e-002
1.39636836105601e+003	9.99900507537796e-001,-1.39632139512056e-002
1.41253754462283e+003	9.99898236646537e-001,-1.41248923284243e-002
1.42889395851118e+003	9.99895912859426e-001,-1.42884425711749e-002
1.44543977074601e+003	9.99893534944361e-001,-1.44538863447341e-002
1.46217717445680e+003	9.99891101640537e-001,-1.46212455649026e-002
1.47910838816829e+003	9.99888611657787e-001,-1.47905424008942e-002
1.49623565609452e+003	9.99886063675889e-001,-1.49617992782566e-002
1.51356124843629e+003	9.99883456343866e-001,-1.51350388818272e-002
1.53108746168211e+003	9.99880788279281e-001,-1.53102841587222e-002
1.54881661891257e+003	9.99878058067486e-001,-1.54875583213585e-002
1.56675107010824e+003	9.99875264260890e-001,-1.56668848505125e-002
1.58489319246120e+003	9.99872405378179e-001,-1.58482874984117e-002
1.60324539069013e+003	9.99869479903532e-001,-1.60317902918624e-002
1.62181009735902e+003	9.99866486285829e-001,-1.62174175354136e-002
1.64058977319963e+003	9.99863422937811e-001,-1.64051938145559e-002
1.65958690743765e+003	9.99860288235252e-001,-1.65951439989573e-002
1.67880401812265e+003	9.99857080516088e-001,-1.67872932457366e-002
1.69824365246184e+003	9.99853798079549e-001,-1.69816670027726e-002
1.71790838715768e+003	9.99850439185240e-001,-1.71782910120524e-002
1.73780082874947e+003	9.99847002052232e-001,-1.73771913130567e-002
1.75792361395879e+003	9.99843484858110e-001,-1.75783942461844e-002
1.77827941003902e+003	9.99839885738012e-001,-1.77819264562158e-002
1.79887091512889e+003	9.99836202783638e-001,-1.79878148958151e-002
1.81970085861009e+003	9.99832434042235e-001,-1.81960868290726e-002
1.84077200146906e+003	9.99828577515566e-001,-1.84067698350873e-002
1.86208713666297e+003	9.99824631158852e-001,-1.86198918115906e-002
1.88364908948991e+003	9.99820592879682e-001,-1.88354809786100e-002
1.90546071796335e+003	9.99816460536903e-001,-1.90535658821751e-002
1.92752491319104e+003	9.99812231939496e-001,-1.92741753980659e-002
1.94984459975816e+003	9.99807904845402e-001,-1.94973387356024e-002
1.97242273611497e+003	9.99803476960336e-001,-1.97230854414785e-002
1.99526231496899e+003	9.99798945936578e-001,-1.99514454036381e-002
2.01836636368168e+003	9.99794309371716e-001,-2.01824488551958e-002
2.04173794466965e+003	9.99789564807383e-001,-2.04161263784012e-002
2.06538015581065e+003	9.99784709727949e-001,-2.06525089086489e-002
2.08929613085416e+003	9.99779741559184e-001,-2.08916277385331e-002
2.11348903983677e+003	9.99774657666902e-001,-2.11335145219478e-002
2.13796208950235e+003	9.99769455355554e-001,-2.13782012782340e-002
2.16271852372714e+003	9.99764131866805e-001,-2.16257203963725e-002
2.18776162394968e+003	9.99758684378072e-001,-2.18761046392252e-002
2.21309470960576e+003	9.99753110001022e-001,-2.21293871478231e-002
2.23872113856847e+003	9.99747405780048e-001,-2.23856014457030e-002
2.26464430759319e+003	9.99741568690695e-001,-2.26447814432928e-002
2.29086765276790e+003	9.99735595638061e-001,-2.29069614423458e-002
2.31739464996861e+003	9.99729483455154e-001,-2.31721761404255e-002
2.34422881532006e+003	9.99723228901215e-001,-2.34404606354396e-002
2.37137370566179e+003	9.99716828659993e-001,-2.37118504302259e-002
2.39883291901963e+003	9.99710279337997e-001,-2.39863814371885e-002
2.42661009508256e+003	9.99703577462689e-001,-2.42640899829866e-002
2.45470891568517e+003	9.99696719480644e-001,-2.45450128132755e-002
2.48313310529571e+003	9.99689701755670e-001,-2.48291870975004e-002
2.51188643150973e+003	9.99682520566876e-001,-2.51166504337436e-002
2.54097270554945e+003	9.99675172106698e-001,-2.54074408536260e-002
2.57039578276901e+003	9.99667652478885e-001,-2.57015968272631e-002
2.60015956316542e+003	9.99659957696430e-001,-2.59991572682759e-002
2.63026799189554e+003	9.99652083679457e-001,-2.63001615388580e-002
2.66072505979897e+003	9.99644026253057e-001,-2.66046494548983e-002
2.69153480392707e+003	9.99635781145074e-001,-2.69126612911609e-002
2.72270130807807e+003	9.99627343983840e-001,-2.72242377865222e-002
2.75422870333833e+003	9.99618710295863e-001,-2.75394201492668e-002
2.78612116862993e+003	9.99609875503442e-001,-2.78582500624401e-002
2.81838293126462e+003	9.99600834922253e-001,-2.81807696892622e-002
2.85101826750408e+003	9.99591583758858e-001,-2.85070216785998e-002
2.88403150312678e+003	9.99582117108167e-001,-2.88370491704992e-002
2.91742701400134e+003	9.99572429950834e-001,-2.91708958017803e-002
2.95120922666656e+003	9.99562517150598e-001,-2.95086057116915e-002
2.98538261891814e+003	9.99552373451559e-001,-2.98502235476270e-002
3.01995172040219e+003	9.99541993475389e-001,-3.01957944709069e-002
3.05492111321569e+003	9.99531371718486e-001,-3.05453641626202e-002
3.09029543251377e+003	9.99520502549050e-001,-3.08989788295323e-002
3.12607936712414e+003	9.99509380204104e-001,-3.12566852100560e-002
3.16227766016857e+003	9.99497998786425e-001,-3.16185305802884e-002
3.19889510969159e+003	9.99486352261435e-001,-3.19845627601134e-002
3.23593656929648e+003	9.99474434453987e-001,-3.23548301193703e-002
3.27340694878858e+003	9.99462239045097e-001,-3.27293815840893e-002
3.31131121482611e+003	9.99449759568593e-001,-3.31082666427945e-002
3.34965439157848e+003	9.99436989407687e-001,-3.34915353528758e-002
3.38844156139223e+003	9.99423921791468e-001,-3.38792383470283e-002
3.42767786546471e+003	9.99410549791302e-001,-3.42714268397619e-002
3.46736850452552e+003	9.99396866317175e-001,-3.46681526339814e-002
3.50751873952589e+003	9.99382864113922e-001,-3.50694681276362e-002
3.54813389233597e+003	9.99368535757379e-001,-3.54754263204416e-002
3.58921934645027e+003	9.99353873650459e-001,-3.58860808206727e-002
3.63078054770123e+003	9.99338870019106e-001,-3.63014858520294e-002
3.67282300498107e+003	9.99323516908190e-001,-3.67216962605765e-002
3.71535229097195e+003	9.99307806177279e-001,-3.71467675217555e-002
3.75837404288467e+003	9.99291729496323e-001,-3.75767557474723e-002
3.80189396320584e+003	9.99275278341245e-001,-3.80117176932593e-002
3.84591782045377e+003	9.99258443989411e-001,-3.84517107655130e-002
3.89045144994304e+003	9.99241217515013e-001,-3.88967930288085e-002
3.93550075455801e+003	9.99223589784333e-001,-3.93470232132899e-002
3.98107170553521e+003	9.99205551450901e-001,-3.98024607221391e-002
4.02717034325484e+003	9.99187092950538e-001,-4.02631656391222e-002
4.07380277804137e+003	9.99168204496283e-001,-4.07291987362144e-002
4.12097519097355e+003	9.99148876073214e-001,-4.12006214813056e-002
4.16869383470361e+003	9.99129097433125e-001,-4.16774960459835e-002
4.21696503428608e+003	9.99108858089097e-001,-4.21598853133994e-002
4.26579518801619e+003	9.99088147309939e-001,-4.26478528862140e-002
4.31519076827792e+003	9.99066954114499e-001,-4.31414630946255e-002
4.36515832240193e+003	9.99045267265837e-001,-4.36407810044792e-002
4.41570447353340e+003	9.99023075265275e-001,-4.41458724254609e-002
4.46683592150991e+003	9.99000366346286e-001,-4.46568039193728e-002
4.51855944374950e+003	9.98977128468273e-001,-4.51736428084942e-002
4.57088189614903e+003	9.98953349310167e-001,-4.56964571840263e-002
4.62381021399289e+003	9.98929016263909e-001,-4.62253159146221e-002
4.67735141287227e+003	9.98904116427758e-001,-4.67602886550023e-002
4.73151258961510e+003	9.98878636599447e-001,-4.73014458546570e-002
4.78630092322668e+003	9.98852563269187e-001,-4.78488587666337e-002
4.84172367584129e+003	9.98825882612505e-001,-4.84025994564141e-002
4.89778819368477e+003	9.98798580482912e-001,-4.89627408108764e-002
4.95450190804821e+003	9.98770642404403e-001,-4.95293565473478e-002
5.01187233627304e+003	9.98742053563776e-001,-5.01025212227438e-002
5.06990708274736e+003	9.98712798802782e-001,-5.06823102427982e-002
5.12861383991397e+003	9.98682862610095e-001,-5.12687998713822e-002
5.18800038928994e+003	9.98652229113072e-001,-5.18620672399126e-002
5.24807460249806e+003	9.98620882069347e-001,-5.24621903568514e-002
5.30884444231022e+003	9.98588804858216e-001,-5.30692481172962e-002
5.37031796370287e+003	9.98555980471826e-001,-5.36833203126609e-002
5.43250331492467e+003	9.98522391506154e-001,-5.43044876404492e-002
5.49540873857659e+003	9.98488020151776e-001,-5.49328317141181e-002
5.55904257270439e+003	9.98452848184433e-001,-5.55684350730360e-002
5.62341325190385e+003	9.98416856955363e-001,-5.62113811925316e-002
5.68852930843877e+003	9.98380027381403e-001,-5.68617544940347e-002
5.75439937337193e+003	9.98342339934887e-001,-5.75196403553136e-002
5.82103217770908e+003	9.98303774633282e-001,-5.81851251208008e-002
5.88843655355626e+003	9.98264311028590e-001,-5.88582961120164e-002
5.95662143529048e+003	9.98223928196511e-001,-5.95392416380822e-002
6.02559586074396e+003	9.98182604725347e-001,-6.02280510063313e-002
6.09536897240208e+003	9.98140318704646e-001,-6.09248145330098e-002
6.16595001861521e+003	9.98097047713588e-001,-6.16296235540743e-002
6.23734835482459e+003	9.98052768809087e-001,-6.23425704360809e-002
6.30957344480234e+003	9.98007458513633e-001,-6.30637485871704e-002
6.38263486190590e+003	9.97961092802845e-001,-6.37932524681458e-002
6.45654229034697e+003	9.97913647092724e-001,-6.45311776036443e-002
6.53130552647514e+003	9.97865096226623e-001,-6.52776205934021e-002
6.60693448007638e+003	9.97815414461900e-001,-6.60326791236136e-002
6.68343917568658e+003	9.97764575456278e-001,-6.67964519783828e-002
6.76082975392025e+003	9.97712552253862e-001,-6.75690390512684e-002
6.83911647281473e+003	9.97659317270863e-001,-6.83505413569215e-002
6.91830970918981e+003	9.97604842280952e-001,-6.91410610428146e-002
6.99841996002319e+003	9.97549098400307e-001,-6.99407014010639e-002
7.07945784384184e+003	9.97492056072285e-001,-7.07495668803414e-002
7.16143410212948e+003	9.97433685051755e-001,-7.15677630978789e-002
7.24435960075037e+003	9.97373954389057e-001,-7.23953968515618e-002
7.32824533138952e+003	9.97312832413588e-001,-7.32325761321121e-002
7.41310241300966e+003	9.97250286717015e-001,-7.40794101353612e-002
7.49894209332505e+003	9.97186284136069e-001,-7.49360092746081e-002
7.58577575029233e+003	9.97120790734982e-001,-7.58024851930689e-002
7.67361489361869e+003	9.97053771787476e-001,-7.66789507764086e-002
7.76247116628742e+003	9.96985191758344e-001,-7.75655201653585e-002
7.85235634610123e+003	9.96915014284619e-001,-7.84623087684207e-002
7.94328234724333e+003	9.96843202156276e-001,-7.93694332746506e-002
8.03526122185670e+003	9.96769717296499e-001,-8.02870116665242e-002
8.12830516164153e+003	9.96694520741497e-001,-8.12151632328846e-002
8.22242649947125e+003	9.96617572619830e-001,-8.21540085819664e-002
8.31763771102726e+003	9.96538832131265e-001,-8.31036696544970e-002
8.41395141645250e+003	9.96458257525136e-001,-8.40642697368741e-002
8.51138038202432e+003	9.96375806078208e-001,-8.50359334744160e-002
8.60993752184657e+003	9.96291434072002e-001,-8.60187868846818e-002
8.70963589956138e+003	9.96205096769624e-001,-8.70129573708645e-002
8.81048873008072e+003	9.96116748392025e-001,-8.80185737352476e-002
8.91250938133804e+003	9.96026342093722e-001,-8.90357661927284e-002
9.01571137606016e+003	9.95933829937954e-001,-9.00646663844040e-002
9.12010839355970e+003	9.95839162871250e-001,-9.11054073912156e-002
9.22571427154824e+003	9.95742290697416e-001,-9.21581237476525e-002
9.33254300797053e+003	9.95643162050899e-001,-9.32229514555061e-002
9.44060876285986e+003	9.95541724369544e-001,-9.43000279976796e-002
9.54992586021499e+003	9.95437923866717e-001,-9.53894923520433e-002
9.66050878989877e+003	9.95331705502763e-001,-9.64914850053329e-002
9.77237220955876e+003	9.95223012955815e-001,-9.76061479670932e-002
9.88553094657005e+003	9.95111788591908e-001,-9.87336247836536e-002
1.00000000000007e+004	9.94997973434408e-001,-9.98740605521418e-002
1.01157945425997e+004	9.94881507132721e-001,-1.01027601934523e-001
1.02329299228082e+004	9.94762327930272e-001,-1.02194397171664e-001
1.03514216667941e+004	9.94640372631744e-001,-1.03374596097423e-001
1.04712854805097e+004	9.94515576569544e-001,-1.04568350152746e-001
1.05925372517736e+004	9.94387873569484e-001,-1.05775812399779e-001
1.07151930523768e+004	9.94257195915683e-001,-1.06997137535984e-001
1.08392691402128e+004	9.94123474314618e-001,-1.08232481908258e-001
1.09647819614326e+004	9.93986637858365e-001,-1.09482003527037e-001
1.10917481526248e+004	9.93846613986961e-001,-1.10745862080397e-001
1.12201845430204e+004	9.93703328449902e-001,-1.12024218948132e-001
1.13501081567239e+004	9.93556705266732e-001,-1.13317237215805e-001
1.14815362149696e+004	9.93406666686722e-001,-1.14625081688772e-001
1.16144861384042e+004	9.93253133147595e-001,-1.15947918906160e-001
1.17489755493961e+004	9.93096023233300e-001,-1.17285917154804e-001
1.18850222743710e+004	9.92935253630788e-001,-1.18639246483125e-001
1.20226443461749e+004	9.92770739085795e-001,-1.20008078714946e-001
1.21618600064645e+004	9.92602392357571e-001,-1.21392587463235e-001
1.23026877081246e+004	9.92430124172569e-001,-1.22792948143769e-001
1.24451461177147e+004	9.92253843177040e-001,-1.24209337988706e-001
1.25892541179425e+004	9.92073455888533e-001,-1.25641936060058e-001
1.27350308101675e+004	9.91888866646242e-001,-1.27090923263049e-001
1.28824955169322e+004	9.91699977560224e-001,-1.28556482359361e-001
1.30316677845239e+004	9.91506688459389e-001,-1.30038797980234e-001
1.31825673855650e+004	9.91308896838306e-001,-1.31538056639436e-001
1.33352143216342e+004	9.91106497802756e-001,-1.33054446746067e-001
1.34896288259175e+004	9.90899384014000e-001,-1.34588158617196e-001
1.36458313658902e+004	9.90687445631770e-001,-1.36139384490320e-001
1.38038426460298e+004	9.90470570255886e-001,-1.37708318535622e-001
1.39636836105603e+004	9.90248642866550e-001,-1.39295156868017e-001
1.41253754462285e+004	9.90021545763210e-001,-1.40900097558983e-001
1.42889395851120e+004	9.89789158502008e-001,-1.42523340648137e-001
1.44543977074603e+004	9.89551357831757e-001,-1.44165088154565e-001
1.46217717445682e+004	9.89308017628427e-001,-1.45825544087870e-001
1.47910838816831e+004	9.89059008828077e-001,-1.47504914458938e-001
1.49623565609454e+004	9.88804199358246e-001,-1.49203407290383e-001
1.51356124843631e+004	9.88543454067698e-001,-1.50921232626666e-001
1.53108746168214e+004	9.88276634654546e-001,-1.52658602543871e-001
1.54881661891259e+004	9.88003599592690e-001,-1.54415731159108e-001
1.56675107010826e+004	9.87724204056507e-001,-1.56192834639517e-001
1.58489319246122e+004	9.87438299843796e-001,-1.57990131210870e-001
1.60324539069015e+004	9.87145735296903e-001,-1.59807841165732e-001
1.62181009735904e+004	9.86846355221993e-001,-1.61646186871154e-001
1.64058977319965e+004	9.86540000806430e-001,-1.63505392775890e-001
1.65958690743768e+004	9.86226509534210e-001,-1.65385685417092e-001
1.67880401812268e+004	9.85905715099403e-001,-1.67287293426472e-001
1.69824365246186e+004	9.85577447317568e-001,-1.69210447535888e-001
1.71790838715771e+004	9.85241532035073e-001,-1.71155380582340e-001
1.73780082874950e+004	9.84897791036286e-001,-1.73122327512328e-001
1.75792361395882e+004	9.84546041948571e-001,-1.75111525385551e-001
1.77827941003905e+004	9.84186098145057e-001,-1.77123213377918e-001
1.79887091512891e+004	9.83817768645101e-001,-1.79157632783821e-001
1.81970085861011e+004	9.83440858012412e-001,-1.81215027017645e-001
1.84077200146909e+004	9.83055166250760e-001,-1.83295641614476e-001
1.86208713666300e+004	9.82660488697232e-001,-1.85399724229966e-001
1.88364908948993e+004	9.82256615912953e-001,-1.87527524639314e-001
1.90546071796338e+004	9.81843333571228e-001,-1.89679294735319e-001
1.92752491319107e+004	9.81420422343043e-001,-1.91855288525475e-001
1.94984459975818e+004	9.80987657779832e-001,-1.94055762128030e-001
1.97242273611499e+004	9.80544810193491e-001,-1.96280973767005e-001
1.99526231496902e+004	9.80091644533529e-001,-1.98531183766082e-001
2.01836636368170e+004	9.79627920261302e-001,-2.00806654541335e-001
2.04173794466967e+004	9.79153391221270e-001,-2.03107650592745e-001
2.06538015581068e+004	9.78667805509180e-001,-2.05434438494435e-001
2.08929613085419e+004	9.78170905337113e-001,-2.07787286883575e-001
2.11348903983680e+004	9.77662426895330e-001,-2.10166466447898e-001
2.13796208950238e+004	9.77142100210797e-001,-2.12572249911749e-001
2.16271852372717e+004	9.76609649002359e-001,-2.15004912020622e-001
2.18776162394971e+004	9.76064790532435e-001,-2.17464729524105e-001
2.21309470960580e+004	9.75507235455172e-001,-2.19951981157154e-001
2.23872113856850e+004	9.74936687660962e-001,-2.22466947619646e-001
2.26464430759322e+004	9.74352844117231e-001,-2.25009911554103e-001
2.29086765276794e+004	9.73755394705408e-001,-2.27581157521535e-001
2.31739464996864e+004	9.73144022053960e-001,-2.30180971975296e-001
2.34422881532009e+004	9.72518401367442e-001,-2.32809643232879e-001
2.37137370566183e+004	9.71878200251382e-001,-2.35467461445554e-001
2.39883291901966e+004	9.71223078532986e-001,-2.38154718565757e-001
2.42661009508259e+004	9.70552688077474e-001,-2.40871708312121e-001
2.45470891568521e+004	9.69866672599987e-001,-2.43618726132061e-001
2.48313310529575e+004	9.69164667472933e-001,-2.46396069161796e-001
2.51188643150976e+004	9.68446299528654e-001,-2.49204036183698e-001
2.54097270554949e+004	9.67711186857295e-001,-2.52042927580844e-001
2.57039578276905e+004	9.66958938599744e-001,-2.54913045288667e-001
2.60015956316546e+004	9.66189154735529e-001,-2.57814692743557e-001
2.63026799189557e+004	9.65401425865510e-001,-2.60748174828291e-001
2.66072505979900e+004	9.64595332989276e-001,-2.63713797814153e-001
2.69153480392711e+004	9.63770447277057e-001,-2.66711869299598e-001
2.72270130807811e+004	9.62926329836031e-001,-2.69742698145299e-001
2.75422870333837e+004	9.62062531470879e-001,-2.72806594405436e-001
2.78612116862997e+004	9.61178592438427e-001,-2.75903869255047e-001
2.81838293126466e+004	9.60274042196203e-001,-2.79034834913271e-001
2.85101826750412e+004	9.59348399144776e-001,-2.82199804562315e-001
2.88403150312682e+004	9.58401170363677e-001,-2.85399092261926e-001
2.91742701400138e+004	9.57431851340739e-001,-2.88633012859210e-001
2.95120922666660e+004	9.56439925694692e-001,-2.91901881893554e-001
2.98538261891818e+004	9.55424864890785e-001,-2.95206015496457e-001
3.01995172040224e+004	9.54386127949289e-001,-2.98545730286033e-001
3.05492111321574e+004	9.53323161146662e-001,-3.01921343255953e-001
3.09029543251382e+004	9.52235397709154e-001,-3.05333171658571e-001
3.12607936712418e+004	9.51122257498680e-001,-3.08781532881977e-001
3.16227766016861e+004	9.49983146690704e-001,-3.12266744320702e-001
3.19889510969163e+004	9.48817457443936e-001,-3.15789123239789e-001
3.23593656929652e+004	9.47624567561588e-001,-3.19348986631922e-001
3.27340694878862e+004	9.46403840143971e-001,-3.22946651067301e-001
3.31131121482615e+004	9.45154623232153e-001,-3.26582432535935e-001
3.34965439157852e+004	9.43876249442461e-001,-3.30256646281994e-001
3.38844156139227e+004	9.42568035591521e-001,-3.33969606629855e-001
3.42767786546476e+004	9.41229282311586e-001,-3.37721626801467e-001
3.46736850452557e+004	9.39859273655871e-001,-3.41513018724608e-001
3.50751873952594e+004	9.38457276693583e-001,-3.45344092831629e-001
3.54813389233602e+004	9.37022541094359e-001,-3.49215157848221e-001
3.58921934645032e+004	9.35554298701794e-001,-3.53126520571734e-001
3.63078054770128e+004	9.34051763095735e-001,-3.57078485638557e-001
3.67282300498112e+004	9.32514129143014e-001,-3.61071355280016e-001
3.71535229097200e+004	9.30940572536263e-001,-3.65105429066258e-001
3.75837404288472e+004	9.29330249320471e-001,-3.69181003637525e-001
3.80189396320589e+004	9.27682295406907e-001,-3.73298372422193e-001
3.84591782045382e+004	9.25995826074021e-001,-3.77457825340939e-001
3.89045144994309e+004	9.24269935454961e-001,-3.81659648496348e-001
3.93550075455807e+004	9.22503696011273e-001,-3.85904123847223e-001
3.98107170553527e+004	9.20696157992389e-001,-3.90191528866841e-001
4.02717034325489e+004	9.18846348880459e-001,-3.94522136184334e-001
4.07380277804143e+004	9.16953272820107e-001,-3.98896213208353e-001
4.12097519097361e+004	9.15015910032649e-001,-4.03314021732085e-001
4.16869383470366e+004	9.13033216214295e-001,-4.07775817518680e-001
4.21696503428614e+004	9.11004121917883e-001,-4.12281849866068e-001
4.26579518801624e+004	9.08927531917639e-001,-4.16832361150072e-001
4.31519076827797e+004	9.06802324556457e-001,-4.21427586344698e-001
4.36515832240199e+004	9.04627351075206e-001,-4.26067752518376e-001
4.41570447353346e+004	9.02401434923511e-001,-4.30753078304871e-001
4.46683592150997e+004	9.00123371051493e-001,-4.35483773347502e-001
4.51855944374956e+004	8.97791925181922e-001,-4.40260037715228e-001
4.57088189614909e+004	8.95405833062207e-001,-4.45082061289058e-001
4.62381021399295e+004	8.92963799695681e-001,-4.49950023117166e-001
4.67735141287233e+004	8.90464498551611e-001,-4.54864090736973e-001
4.73151258961516e+004	8.87906570753339e-001,-4.59824419462358e-001
4.78630092322674e+004	8.85288624243998e-001,-4.64831151634048e-001
4.84172367584136e+004	8.82609232929208e-001,-4.69884415831114e-001
4.89778819368483e+004	8.79866935796183e-001,-4.74984326041348e-001
4.95450190804828e+004	8.77060236008677e-001,-4.80130980788193e-001
5.01187233627310e+004	8.74187599977193e-001,-4.85324462211714e-001
5.06990708274743e+004	8.71247456403918e-001,-4.90564835100954e-001
5.12861383991404e+004	8.68238195301829e-001,-4.95852145874858e-001
5.18800038929001e+004	8.65158166987477e-001,-5.01186421508731e-001
5.24807460249813e+004	8.62005681046940e-001,-5.06567668403053e-001
5.30884444231029e+004	8.58779005274511e-001,-5.11995871191222e-001
5.37031796370294e+004	8.55476364583687e-001,-5.17470991482588e-001
5.43250331492475e+004	8.52095939890130e-001,-5.22992966536934e-001
5.49540873857667e+004	8.48635866966271e-001,-5.28561707866262e-001
5.55904257270446e+004	8.45094235267342e-001,-5.34177099759506e-001
5.62341325190392e+004	8.41469086728704e-001,-5.39838997725519e-001
5.68852930843885e+004	8.37758414534387e-001,-5.45547226849326e-001
5.75439937337201e+004	8.33960161856959e-001,-5.51301580056386e-001
5.82103217770916e+004	8.30072220568881e-001,-5.57101816279212e-001
5.88843655355634e+004	8.26092429925722e-001,-5.62947658520329e-001
5.95662143529056e+004	8.22018575221755e-001,-5.68838791805227e-001
6.02559586074404e+004	8.17848386418638e-001,-5.74774861018468e-001
6.09536897240216e+004	8.13579536748157e-001,-5.80755468615753e-001
6.16595001861530e+004	8.09209641290211e-001,-5.86780172204237e-001
6.23734835482467e+004	8.04736255527542e-001,-5.92848481982917e-001
6.30957344480242e+004	8.00156873879045e-001,-5.98959858034422e-001
6.38263486190598e+004	7.95468928213840e-001,-6.05113707458954e-001
6.45654229034705e+004	7.90669786348729e-001,-6.11309381340576e-001
6.53130552647523e+004	7.85756750532138e-001,-6.17546171535455e-001
6.60693448007647e+004	7.80727055918138e-001,-6.23823307271016e-001
6.68343917568667e+004	7.75577869034798e-001,-6.30139951544305e-001
6.76082975392034e+004	7.70306286251699e-001,-6.36495197307179e-001
6.83911647281482e+004	7.64909332252300e-001,-6.42888063425204e-001
6.91830970918990e+004	7.59383958517557e-001,-6.49317490396401e-001
6.99841996002328e+004	7.53727041828228e-001,-6.55782335815191e-001
7.07945784384193e+004	7.47935382794267e-001,-6.62281369566101e-001
7.16143410212958e+004	7.42005704420901e-001,-6.68813268730938e-001
7.24435960075047e+004	7.35934650722240e-001,-6.75376612192319e-001
7.32824533138961e+004	7.29718785394725e-001,-6.81969874915553e-001
7.41310241300976e+004	7.23354590564252e-001,-6.88591421890022e-001
7.49894209332515e+004	7.16838465622615e-001,-6.95239501710287e-001
7.58577575029243e+004	7.10166726170795e-001,-7.01912239776330e-001
7.67361489361879e+004	7.03335603088794e-001,-7.08607631091410e-001
7.76247116628753e+004	6.96341241754062e-001,-7.15323532635250e-001
7.85235634610134e+004	6.89179701433151e-001,-7.22057655289395e-001
7.94328234724344e+004	6.81846954874132e-001,-7.28807555290928e-001
8.03526122185681e+004	6.74338888130399e-001,-7.35570625189997e-001
8.12830516164163e+004	6.66651300650001e-001,-7.42344084286065e-001
8.22242649947136e+004	6.58779905668372e-001,-7.49124968517411e-001
8.31763771102737e+004	6.50720330946505e-001,-7.55910119778020e-001
8.41395141645262e+004	6.42468119901112e-001,-7.62696174636049e-001
8.51138038202444e+004	6.34018733178247e-001,-7.69479552428093e-001
8.60993752184669e+004	6.25367550727247e-001,-7.76256442704001e-001
8.70963589956150e+004	6.16509874437607e-001,-7.83022791997740e-001
8.81048873008084e+004	6.07440931407768e-001,-7.89774289900947e-001
8.91250938133816e+004	5.98155877921554e-001,-7.96506354417578e-001
9.01571137606029e+004	5.88649804215320e-001,-8.03214116580165e-001
9.12010839355982e+004	5.78917740126759e-001,-8.09892404311145e-001
9.22571427154837e+004	5.68954661724686e-001,-8.16535725516314e-001
9.33254300797066e+004	5.58755499028114e-001,-8.23138250401948e-001
9.44060876285999e+004	5.48315144932408e-001,-8.29693793012681e-001
9.54992586021512e+004	5.37628465470360e-001,-8.36195791993787e-001
9.66050878989891e+004	5.26690311546535e-001,-8.42637290589534e-001
9.77237220955889e+004	5.15495532294234e-001,-8.49010915898668e-001
9.88553094657018e+004	5.04038990215765e-001,-8.55308857419171e-001
1.00000000000008e+005	4.92315578278367e-001,-8.61522844927437e-001
1.01157945425998e+005	4.80320239149923e-001,-8.67644125752042e-001
1.02329299228084e+005	4.68047986770457e-001,-8.73663441519744e-001
1.03514216667943e+005	4.55493930466964e-001,-8.79571004471299e-001
1.04712854805098e+005	4.42653301830385e-001,-8.85356473467570e-001
1.05925372517737e+005	4.29521484583918e-001,-8.91008929832368e-001
1.07151930523769e+005	4.16094047681237e-001,-8.96516853207812e-001
1.08392691402129e+005	4.02366781880981e-001,-9.01868097631058e-001
1.09647819614327e+005	3.88335740049614e-001,-9.07049868078156e-001
1.10917481526249e+005	3.73997281447857e-001,-9.12048697761872e-001
1.12201845430205e+005	3.59348120255617e-001,-9.16850426515728e-001
1.13501081567241e+005	3.44385378585905e-001,-9.21440180646389e-001
1.14815362149698e+005	3.29106644228696e-001,-9.25802354690874e-001
1.16144861384044e+005	3.13510033350045e-001,-9.29920595574003e-001
1.17489755493962e+005	2.97594258348833e-001,-9.33777789724616e-001
1.18850222743711e+005	2.81358701042010e-001,-9.37356053776292e-001
1.20226443461751e+005	2.64803491307760e-001,-9.40636729548882e-001
1.21618600064647e+005	2.47929591263108e-001,-9.43600384080475e-001
1.23026877081248e+005	2.30738884986564e-001,-9.46226815554275e-001
1.24451461177149e+005	2.13234273715860e-001,-9.48495066040021e-001
1.25892541179427e+005	1.95419776353989e-001,-9.50383442043124e-001
1.27350308101677e+005	1.77300635002133e-001,-9.51869543924449e-001
1.28824955169324e+005	1.58883425104105e-001,-9.52930305316961e-001
1.30316677845241e+005	1.40176169632502e-001,-9.53542043719010e-001
1.31825673855651e+005	1.21188456570948e-001,-9.53680523484000e-001
1.33352143216343e+005	1.01931558749143e-001,-9.53321032448311e-001
1.34896288259176e+005	8.24185548682345e-002,-9.52438473438535e-001
1.36458313658904e+005	6.26644503142154e-002,-9.51007471869943e-001
1.38038426460300e+005	4.26862960986676e-002,-9.49002500584600e-001
1.39636836105605e+005	2.25033039925188e-002,-9.46398022973498e-001
1.41253754462287e+005	2.13695563408350e-003,-9.43168655275823e-001
1.42889395851122e+005	-1.83888968961453e-002,-9.39289348743937e-001
1.44543977074605e+005	-3.90479418266401e-002,-9.34735592098555e-001
